id,shipment_id,order_item_id,quantity
"1933","1922","7308","13"
"1934","2774","333","11"
"1935","791","1707","16"
"1936","4066","7293","18"
"1937","3817","4966","16"
"1938","4272","4339","1"
"1939","26","6373","11"
"1940","658","1515","11"
"1941","1827","2213","10"
"1942","3574","1293","16"
"1943","4904","4529","14"
"1944","2001","7230","20"
"1945","2080","1295","18"
"1946","310","569","18"
"1947","4101","6985","14"
"1948","4640","3593","8"
"1949","2833","6938","10"
"1950","1572","6922","11"
"1951","4310","2925","13"
"1952","4064","4357","3"
"1953","4720","2116","8"
"1954","4381","4764","15"
"1955","3962","5723","3"
"1956","2361","6138","16"
"1957","4404","85","3"
"1958","3121","4869","1"
"1959","4455","2959","14"
"1960","3586","4618","10"
"1961","1016","1676","6"
"1962","3142","2861","8"
"1963","4038","4689","13"
"1964","2280","184","8"
"1965","1316","4788","3"
"1966","926","3427","11"
"1967","4974","390","11"
"1968","1759","2930","13"
"1969","414","5936","6"
"1970","4292","2596","17"
"1971","1950","1108","9"
"1972","810","4885","4"
"1973","2907","3263","3"
"1974","156","2773","17"
"1975","1557","861","3"
"1976","655","5699","8"
"1977","4973","3110","6"
"1978","4087","5181","19"
"1979","4517","6073","7"
"1980","838","459","18"
"1981","693","2457","17"
"1982","1686","553","12"
"1983","2915","7330","14"
"1984","1924","5291","3"
"1985","2039","788","12"
"1986","3332","6626","9"
"1987","4092","4129","17"
"1988","1965","2048","15"
"1989","854","3265","4"
"1990","27","2889","2"
"1991","3552","4703","14"
"1992","2751","4837","1"
"1993","1452","1300","20"
"1994","1395","3372","10"
"1995","1404","6798","18"
"1996","2658","2375","8"
"1997","1510","3456","9"
"1998","3028","3707","1"
"1999","3960","3123","12"
"2000","2460","363","19"
"2001","761","5375","4"
"2002","4582","6382","19"
"2003","4964","6600","9"
"2004","3690","1564","9"
"2005","4037","1221","3"
"2006","3257","3533","15"
"2007","1172","6491","4"
"2008","3350","7262","3"
"2009","479","5385","14"
"2010","1013","3099","12"
"2011","4372","641","6"
"2012","2803","2142","8"
"2013","4527","6629","5"
"2014","3186","1107","2"
"2015","2859","1450","1"
"2016","1317","2426","2"
"2017","965","6314","9"
"2018","780","1427","4"
"2019","4814","5210","11"
"2020","4888","267","20"
"2021","3253","3445","15"
"2022","3628","3058","16"
"2023","1826","1733","4"
"2024","524","3972","3"
"2025","3424","1588","3"
"2026","355","2311","1"
"2027","1338","4160","2"
"2028","2715","4941","14"
"2029","2065","5565","17"
"2030","4030","997","6"
"2031","766","3026","10"
"2032","2066","4489","18"
"2033","2406","3841","3"
"2034","1259","3073","8"
"2035","1027","5486","18"
"2036","1049","36","20"
"2037","3680","2402","10"
"2038","2122","6434","11"
"2039","1407","6108","19"
"2040","1872","1061","18"
"2041","327","6314","20"
"2042","2924","2059","18"
"2043","2888","7333","10"
"2044","4542","5901","12"
"2045","3115","4709","7"
"2046","185","5613","12"
"2047","1695","5723","19"
"2048","948","4157","18"
"2049","465","2989","18"
"2050","2902","5148","8"
"2051","2544","4014","17"
"2052","849","3579","2"
"2053","4211","3247","5"
"2054","496","1271","1"
"2055","1077","1048","19"
"2056","3478","6688","16"
"2057","2366","1621","17"
"2058","1135","1345","1"
"2059","1542","1082","6"
"2060","1044","4498","15"
"2061","4216","2101","20"
"2062","2519","6433","16"
"2063","347","6636","6"
"2064","4096","3629","18"
"2065","1275","5693","11"
"2066","4578","2821","2"
"2067","477","5782","10"
"2068","2090","1220","15"
"2069","2037","6719","11"
"2070","977","4281","4"
"2071","558","2103","13"
"2072","995","7087","4"
"2073","2471","4329","2"
"2074","1991","2575","16"
"2075","1511","5450","2"
"2076","563","6120","9"
"2077","333","541","11"
"2078","4791","7354","19"
"2079","1255","3422","19"
"2080","3512","7490","2"
"2081","1046","4342","6"
"2082","4261","6125","11"
"2083","2695","5927","13"
"2084","2068","135","5"
"2085","4748","6720","8"
"2086","1807","5643","1"
"2087","2952","6252","13"
"2088","99","1164","17"
"2089","4812","1543","15"
"2090","1074","3051","2"
"2091","4315","5122","5"
"2092","3038","7358","13"
"2093","3537","6874","19"
"2094","4728","2816","12"
"2095","4452","2192","18"
"2096","3095","1782","14"
"2097","2006","5261","1"
"2098","4768","204","9"
"2099","1529","6687","11"
"2100","2277","4396","2"
"2101","117","1274","2"
"2102","1471","1654","19"
"2103","4611","2968","8"
"2104","1985","3412","12"
"2105","2046","4933","6"
"2106","3186","3029","12"
"2107","1901","4200","8"
"2108","4761","4554","20"
"2109","134","5812","9"
"2110","4484","6350","11"
"2111","800","2970","1"
"2112","1181","6142","18"
"2113","3434","1507","5"
"2114","3643","654","5"
"2115","4496","4739","16"
"2116","2310","3293","7"
"2117","224","4576","17"
"2118","1233","591","8"
"2119","757","3735","11"
"2120","2966","6937","14"
"2121","2544","6010","4"
"2122","439","4715","18"
"2123","3101","1574","15"
"2124","965","7056","13"
"2125","3192","3233","7"
"2126","856","3118","5"
"2127","1339","7118","19"
"2128","1995","1366","7"
"2129","3955","6746","7"
"2130","306","6554","15"
"2131","306","456","2"
"2132","2522","7304","11"
"2133","3865","646","16"
"2134","3978","926","3"
"2135","4807","7196","8"
"2136","744","6700","17"
"2137","1932","6329","2"
"2138","4352","7471","8"
"2139","1993","6783","16"
"2140","3886","4222","17"
"2141","3532","2050","14"
"2142","3564","833","11"
"2143","677","7390","3"
"2144","1485","4660","19"
"2145","183","7265","10"
"2146","1906","4570","16"
"2147","3807","7201","10"
"2148","3447","6076","18"
"2149","4333","6674","20"
"2150","1933","5380","10"
"2151","3904","5717","12"
"2152","3927","6315","11"
"2153","4353","6394","19"
"2154","2705","7323","3"
"2155","300","5021","19"
"2156","1366","3418","15"
"2157","974","3057","7"
"2158","1421","4383","15"
"2159","1571","6903","18"
"2160","3809","7445","1"
"2161","3775","2081","18"
"2162","2850","5471","17"
"2163","1224","7488","13"
"2164","2443","486","13"
"2165","4085","3823","5"
"2166","1357","5586","3"
"2167","2671","2475","16"
"2168","3197","4197","20"
"2169","2755","7422","17"
"2170","3892","6954","14"
"2171","319","7115","7"
"2172","3936","480","11"
"2173","389","1144","8"
"2174","1007","6390","16"
"2175","4751","4272","16"
"2176","703","2162","12"
"2177","994","6819","8"
"2178","4526","3664","9"
"2179","3415","138","7"
"2180","2090","6069","20"
"2181","4773","6754","9"
"2182","2846","6959","8"
"2183","4590","4721","13"
"2184","2896","1004","9"
"2185","3745","1609","15"
"2186","3295","5780","13"
"2187","555","4014","9"
"2188","4477","7398","12"
"2189","485","595","5"
"2190","4568","3673","1"
"2191","1330","668","6"
"2192","1129","5033","17"
"2193","4647","3193","17"
"2194","3661","29","16"
"2195","4952","5314","16"
"2196","4883","3815","17"
"2197","2184","6126","13"
"2198","3487","2448","5"
"2199","4336","5288","18"
"2200","489","3493","1"
"2201","1871","4784","3"
"2202","1855","1844","18"
"2203","4127","3317","10"
"2204","1695","957","6"
"2205","3205","322","14"
"2206","595","1630","10"
"2207","3570","4752","3"
"2208","3598","1514","5"
"2209","3188","5116","6"
"2210","2250","306","14"
"2211","4238","7294","11"
"2212","4952","4954","10"
"2213","2790","7026","5"
"2214","4537","2409","8"
"2215","2929","6417","3"
"2216","1885","1008","15"
"2217","465","4986","6"
"2218","3049","5773","19"
"2219","4127","1350","15"
"2220","4599","5954","4"
"2221","3295","4471","11"
"2222","1650","3002","9"
"2223","3743","3169","14"
"2224","1808","2103","19"
"2225","1460","732","6"
"2226","4964","5652","4"
"2227","4535","4590","4"
"2228","1184","4218","20"
"2229","4216","2276","11"
"2230","1326","6706","11"
"2231","4337","2120","1"
"2232","4370","3667","3"
"2233","3341","3631","16"
"2234","1224","3611","18"
"2235","1620","5012","10"
"2236","2479","3512","3"
"2237","3993","6385","2"
"2238","1960","355","11"
"2239","4550","1222","17"
"2240","3557","5032","2"
"2241","4709","3197","17"
"2242","495","6731","5"
"2243","3561","2807","16"
"2244","3942","6977","19"
"2245","1807","77","12"
"2246","3096","2033","19"
"2247","427","4194","11"
"2248","3300","4068","4"
"2249","3565","5851","11"
"2250","634","4701","18"
"2251","1281","4464","18"
"2252","340","7220","5"
"2253","2069","3195","12"
"2254","245","1108","2"
"2255","1687","1245","13"
"2256","1692","6126","7"
"2257","3459","6017","19"
"2258","2041","3968","19"
"2259","1866","2579","19"
"2260","570","2219","13"
"2261","2486","1211","7"
"2262","1857","1198","10"
"2263","2903","1678","1"
"2264","291","5124","15"
"2265","1412","3606","12"
"2266","4328","806","12"
"2267","3907","5730","7"
"2268","4579","4161","16"
"2269","3241","4149","8"
"2270","1994","6749","1"
"2271","407","6579","4"
"2272","3827","4821","1"
"2273","2980","6048","8"
"2274","514","1060","6"
"2275","2953","2731","7"
"2276","4330","2158","9"
"2277","1877","5253","3"
"2278","4489","3423","9"
"2279","2000","2599","19"
"2280","2876","5439","11"
"2281","3037","2648","16"
"2282","4813","4188","7"
"2283","3122","3396","2"
"2284","1498","6198","8"
"2285","3905","2798","7"
"2286","3955","6447","12"
"2287","2194","1514","19"
"2288","1720","6999","19"
"2289","2644","82","15"
"2290","647","182","6"
"2291","3609","2663","18"
"2292","1516","2835","3"
"2293","1988","6596","9"
"2294","1768","279","6"
"2295","3406","1253","7"
"2296","2702","5354","7"
"2297","4450","1995","8"
"2298","4362","4094","16"
"2299","1848","2740","6"
"2300","2418","5845","9"
"2301","2738","95","16"
"2302","3189","5234","17"
"2303","1808","4296","16"
"2304","2093","7084","20"
"2305","3950","2834","1"
"2306","4152","6098","6"
"2307","4306","675","12"
"2308","4611","3399","10"
"2309","3933","2139","6"
"2310","3855","246","4"
"2311","57","6447","20"
"2312","4444","2252","4"
"2313","1297","6994","1"
"2314","2699","5146","2"
"2315","1731","282","17"
"2316","4374","3742","10"
"2317","1935","4301","20"
"2318","2320","50","4"
"2319","1482","4986","17"
"2320","772","3913","12"
"2321","536","4025","3"
"2322","3599","1339","4"
"2323","1908","259","9"
"2324","2995","1362","3"
"2325","238","2771","20"
"2326","993","915","15"
"2327","822","6024","19"
"2328","2584","2864","13"
"2329","881","4009","5"
"2330","4984","2365","20"
"2331","4535","1","18"
"2332","2579","4186","2"
"2333","2021","4046","3"
"2334","4136","4613","13"
"2335","2065","6638","1"
"2336","3078","6268","20"
"2337","2050","3445","4"
"2338","2446","114","7"
"2339","3649","7322","12"
"2340","83","3409","13"
"2341","560","1995","17"
"2342","2821","6021","12"
"2343","704","4249","2"
"2344","3355","535","4"
"2345","981","5697","2"
"2346","618","3793","8"
"2347","53","7129","19"
"2348","905","5631","6"
"2349","1321","5698","2"
"2350","4661","4100","4"
"2351","2636","3995","5"
"2352","2027","5960","14"
"2353","4656","248","2"
"2354","2352","1863","20"
"2355","2612","2746","13"
"2356","1808","3917","15"
"2357","2774","6627","13"
"2358","2725","5525","15"
"2359","2421","7468","3"
"2360","1908","6774","16"
"2361","4343","3503","8"
"2362","3723","926","6"
"2363","2803","3990","14"
"2364","553","2963","5"
"2365","3341","1173","16"
"2366","1459","460","3"
"2367","1275","3842","13"
"2368","2443","4405","7"
"2369","200","2386","18"
"2370","2634","5747","8"
"2371","3325","3561","7"
"2372","2326","4283","17"
"2373","3218","6343","4"
"2374","2489","5386","14"
"2375","1140","2384","20"
"2376","1679","6154","3"
"2377","4181","5101","11"
"2378","3426","5354","18"
"2379","1210","464","8"
"2380","3303","4444","15"
"2381","3044","5108","15"
"2382","2377","1112","14"
"2383","908","1784","3"
"2384","4838","1327","3"
"2385","2197","597","17"
"2386","4732","1739","17"
"2387","2164","5626","4"
"2388","520","1312","16"
"2389","1457","2151","10"
"2390","4075","6622","3"
"2391","2648","4978","15"
"2392","1134","956","10"
"2393","3149","156","8"
"2394","605","2971","16"
"2395","3146","4725","13"
"2396","4608","487","11"
"2397","4914","3392","8"
"2398","4360","400","16"
"2399","4066","1870","6"
"2400","3238","6673","8"
"2401","1655","612","8"
"2402","1974","6989","17"
"2403","594","1611","12"
"2404","83","7078","5"
"2405","399","4545","1"
"2406","2893","4035","5"
"2407","1854","6068","4"
"2408","959","4928","10"
"2409","1914","5815","8"
"2410","2407","1229","19"
"2411","2892","3929","15"
"2412","2551","6310","18"
"2413","2565","2699","11"
"2414","3918","6530","7"
"2415","1163","2816","14"
"2416","4752","6721","9"
"2417","4055","150","1"
"2418","403","2093","17"
"2419","575","5892","2"
"2420","4033","6684","6"
"2421","780","4381","8"
"2422","3385","1990","20"
"2423","2280","1742","19"
"2424","2528","4738","14"
"2425","512","3069","20"
"2426","4486","7334","5"
"2427","4491","5731","11"
"2428","4504","3462","5"
"2429","4786","267","6"
"2430","587","7404","15"
"2431","3182","2774","13"
"2432","1835","1390","17"
"2433","1981","760","5"
"2434","265","2340","10"
"2435","3307","6174","2"
"2436","61","4044","5"
"2437","2821","4448","20"
"2438","672","4232","10"
"2439","3419","6856","9"
"2440","2193","17","1"
"2441","2803","3634","3"
"2442","523","4652","9"
"2443","1186","3652","12"
"2444","4166","6307","14"
"2445","2172","7273","8"
"2446","3637","6415","17"
"2447","343","3406","10"
"2448","4155","6484","19"
"2449","750","3344","12"
"2450","1012","537","20"
"2451","286","3991","4"
"2452","2966","1931","7"
"2453","107","2512","11"
"2454","656","6064","15"
"2455","951","4309","19"
"2456","4146","5410","11"
"2457","162","437","5"
"2458","1843","6996","16"
"2459","3915","6733","1"
"2460","2659","6274","1"
"2461","3197","1797","16"
"2462","732","7176","8"
"2463","2854","4119","1"
"2464","4402","6366","4"
"2465","536","6182","11"
"2466","966","3008","4"
"2467","327","298","8"
"2468","1491","4633","9"
"2469","4686","6515","19"
"2470","3895","4310","8"
"2471","3869","3736","9"
"2472","130","7195","12"
"2473","708","7406","6"
"2474","569","7338","7"
"2475","1278","1729","9"
"2476","3430","4429","17"
"2477","4092","5717","5"
"2478","3023","3534","16"
"2479","3754","5205","9"
"2480","4341","3281","10"
"2481","3154","4744","15"
"2482","2207","7395","6"
"2483","3115","1444","12"
"2484","3601","1134","15"
"2485","2022","1634","18"
"2486","4240","2408","16"
"2487","2928","6253","19"
"2488","2436","3856","5"
"2489","4948","6093","16"
"2490","4787","6998","2"
"2491","4417","6844","20"
"2492","4127","3716","8"
"2493","2273","6960","8"
"2494","452","3673","19"
"2495","1820","75","13"
"2496","4567","1238","16"
"2497","2710","289","15"
"2498","4541","2885","6"
"2499","1397","4328","7"
"2500","3089","7259","4"
"2501","3547","4623","14"
"2502","2922","6974","20"
"2503","1846","2558","16"
"2504","4239","5729","20"
"2505","166","6331","18"
"2506","2522","7212","7"
"2507","942","4177","17"
"2508","4165","4221","1"
"2509","2107","3794","16"
"2510","2765","6213","5"
"2511","4953","7225","6"
"2512","1290","6270","20"
"2513","2394","3509","20"
"2514","972","4641","10"
"2515","3804","3860","13"
"2516","1616","1232","9"
"2517","4782","6554","11"
"2518","4710","7461","6"
"2519","2125","1718","17"
"2520","2703","6598","3"
"2521","3078","5047","5"
"2522","1804","5560","15"
"2523","3426","3113","15"
"2524","2139","6417","4"
"2525","239","6325","11"
"2526","4557","3843","18"
"2527","3006","705","18"
"2528","4240","3331","12"
"2529","3084","503","5"
"2530","2987","2350","11"
"2531","1318","3510","8"
"2532","3882","6651","4"
"2533","4044","3286","10"
"2534","1139","2383","14"
"2535","3846","3432","10"
"2536","514","1625","20"
"2537","2495","2945","6"
"2538","516","6754","17"
"2539","779","551","4"
"2540","2472","861","8"
"2541","1848","3968","10"
"2542","652","5638","2"
"2543","286","6028","14"
"2544","2041","3536","20"
"2545","1297","2389","18"
"2546","3470","5767","19"
"2547","4195","6628","15"
"2548","3750","5618","1"
"2549","1907","889","20"
"2550","2697","6172","11"
"2551","4234","1573","13"
"2552","4093","1091","16"
"2553","2267","2755","2"
"2554","3456","3859","10"
"2555","2915","1891","1"
"2556","2909","2174","2"
"2557","941","6639","20"
"2558","2182","2568","7"
"2559","2727","96","2"
"2560","2456","6025","16"
"2561","2955","6058","13"
"2562","4525","6532","20"
"2563","1428","1549","11"
"2564","1032","3681","5"
"2565","1878","5856","20"
"2566","654","1479","1"
"2567","1382","6696","19"
"2568","4489","1879","4"
"2569","4809","2428","4"
"2570","1386","2034","3"
"2571","3118","3572","2"
"2572","1674","5535","9"
"2573","4160","3866","12"
"2574","4620","2127","3"
"2575","1190","2644","15"
"2576","178","1944","13"
"2577","3884","7422","16"
"2578","517","1247","2"
"2579","107","5092","13"
"2580","2928","2075","13"
"2581","2102","2794","18"
"2582","4457","710","6"
"2583","4114","4488","1"
"2584","1904","1063","20"
"2585","1440","365","10"
"2586","4188","3420","16"
"2587","415","1791","8"
"2588","403","3539","11"
"2589","3656","4032","5"
"2590","4132","5710","13"
"2591","180","7181","19"
"2592","3473","3144","18"
"2593","2516","2009","7"
"2594","4361","1886","5"
"2595","1995","7437","13"
"2596","2509","5003","15"
"2597","3110","4273","6"
"2598","2535","630","8"
"2599","1093","3538","18"
"2600","4428","4460","20"
"2601","2446","6275","20"
"2602","3240","2866","18"
"2603","3878","6872","12"
"2604","4006","2197","2"
"2605","2629","6157","12"
"2606","3199","7486","2"
"2607","1793","1412","17"
"2608","750","874","16"
"2609","1140","1068","2"
"2610","1141","5074","9"
"2611","89","1189","14"
"2612","3101","7360","6"
"2613","3429","6692","5"
"2614","1514","5876","1"
"2615","2607","2651","6"
"2616","3767","3812","18"
"2617","1761","3251","20"
"2618","2459","1914","6"
"2619","3014","6569","19"
"2620","794","6231","8"
"2621","605","1030","6"
"2622","2949","2951","14"
"2623","3378","719","4"
"2624","1812","3353","6"
"2625","780","5493","2"
"2626","3427","6956","15"
"2627","1698","7490","9"
"2628","4533","1645","11"
"2629","1660","6146","2"
"2630","1867","6738","8"
"2631","3668","1946","2"
"2632","3479","3275","4"
"2633","4379","7206","14"
"2634","502","6443","7"
"2635","748","1442","5"
"2636","1968","5547","1"
"2637","4416","6959","7"
"2638","327","4175","5"
"2639","1764","2508","1"
"2640","4647","3371","19"
"2641","240","5019","8"
"2642","2159","169","10"
"2643","2363","3921","10"
"2644","3151","3348","9"
"2645","1527","415","10"
"2646","791","6125","6"
"2647","3315","5569","3"
"2648","3969","5091","13"
"2649","4318","924","18"
"2650","2259","309","18"
"2651","3874","1006","15"
"2652","1185","2418","8"
"2653","3739","3596","3"
"2654","3062","1018","16"
"2655","4885","6443","3"
"2656","4532","5781","20"
"2657","425","3213","15"
"2658","3930","3194","2"
"2659","1025","6434","10"
"2660","4961","2346","11"
"2661","3997","3720","12"
"2662","1732","2981","3"
"2663","118","3661","18"
"2664","2259","3150","5"
"2665","4063","53","20"
"2666","4807","2008","6"
"2667","813","7099","7"
"2668","3663","3386","8"
"2669","3018","580","16"
"2670","3691","6828","18"
"2671","813","470","11"
"2672","343","953","6"
"2673","4959","2308","5"
"2674","2930","3939","1"
"2675","3285","4187","9"
"2676","3052","3408","9"
"2677","3782","6426","15"
"2678","1331","5468","17"
"2679","3861","88","19"
"2680","137","2510","19"
"2681","2720","2217","9"
"2682","1868","6650","11"
"2683","1669","7438","17"
"2684","1137","2399","16"
"2685","32","5029","18"
"2686","1697","1278","11"
"2687","1663","4636","10"
"2688","3351","3405","7"
"2689","4911","5050","2"
"2690","200","3930","20"
"2691","100","6922","5"
"2692","3350","4813","19"
"2693","4395","2589","5"
"2694","2186","812","20"
"2695","1209","3343","20"
"2696","4947","4862","8"
"2697","147","6636","2"
"2698","591","4885","18"
"2699","2060","6907","2"
"2700","1672","2529","14"
"2701","3338","2798","1"
"2702","1015","6506","4"
"2703","1303","1277","11"
"2704","4630","7487","9"
"2705","1918","5578","19"
"2706","1130","805","13"
"2707","4944","1845","18"
"2708","3832","4133","16"
"2709","2634","1435","7"
"2710","2018","4086","14"
"2711","4057","7119","3"
"2712","1092","5802","5"
"2713","2885","4259","3"
"2714","176","5056","17"
"2715","3048","5129","17"
"2716","2325","6293","9"
"2717","1754","803","10"
"2718","1705","2319","16"
"2719","933","5013","19"
"2720","3572","250","3"
"2721","3955","3533","9"
"2722","2156","2086","10"
"2723","1413","4762","2"
"2724","2471","6182","7"
"2725","1820","1239","3"
"2726","4003","4090","14"
"2727","3997","3780","5"
"2728","756","1882","7"
"2729","3732","2591","4"
"2730","1343","1418","7"
"2731","4047","6444","6"
"2732","564","5663","20"
"2733","1030","3585","20"
"2734","1062","3309","6"
"2735","1360","795","17"
"2736","2858","7110","6"
"2737","2981","3964","9"
"2738","1466","1075","18"
"2739","4962","2214","18"
"2740","1331","1470","3"
"2741","3710","6964","6"
"2742","842","4710","11"
"2743","92","4612","1"
"2744","4756","1405","15"
"2745","1126","5067","10"
"2746","4154","4270","17"
"2747","2124","1831","10"
"2748","2036","3473","12"
"2749","4693","5820","14"
"2750","893","4997","7"
"2751","2604","6381","15"
"2752","4935","5009","10"
"2753","2482","5031","20"
"2754","755","6359","1"
"2755","299","3423","2"
"2756","1144","5282","3"
"2757","580","477","18"
"2758","1018","1737","2"
"2759","3142","5581","4"
"2760","4602","3523","14"
"2761","2665","4305","16"
"2762","2427","7136","2"
"2763","3008","7364","10"
"2764","2118","431","3"
"2765","2748","860","4"
"2766","1506","2139","8"
"2767","2555","5318","10"
"2768","1073","923","14"
"2769","2700","4699","19"
"2770","1831","6241","3"
"2771","3598","6946","19"
"2772","2723","45","11"
"2773","1238","1998","8"
"2774","3554","4615","14"
"2775","4743","3518","15"
"2776","4508","3886","7"
"2777","4563","5838","9"
"2778","3191","6279","9"
"2779","2010","5411","12"
"2780","1588","3724","3"
"2781","1701","4160","2"
"2782","4021","3312","20"
"2783","4794","417","12"
"2784","102","2759","5"
"2785","298","1817","6"
"2786","617","3371","13"
"2787","2953","6866","1"
"2788","1560","2211","12"
"2789","3642","3779","9"
"2790","4642","1576","5"
"2791","4610","6048","20"
"2792","4213","1625","17"
"2793","2879","1543","7"
"2794","622","2874","15"
"2795","3825","3441","1"
"2796","4993","2388","10"
"2797","615","3781","3"
"2798","2892","3244","12"
"2799","4914","1373","10"
"2800","795","6231","19"
"2801","2972","243","15"
"2802","2372","3789","9"
"2803","470","217","14"
"2804","2465","3164","3"
"2805","1077","3518","16"
"2806","1007","1848","9"
"2807","1085","639","17"
"2808","847","2654","12"
"2809","491","6593","4"
"2810","3693","791","8"
"2811","4483","4171","1"
"2812","3423","2658","13"
"2813","4051","6691","17"
"2814","356","6555","14"
"2815","4365","6426","13"
"2816","2504","370","2"
"2817","4677","812","18"
"2818","1358","390","7"
"2819","3187","1459","2"
"2820","4704","1067","4"
"2821","2586","7093","20"
"2822","2522","3554","19"
"2823","3488","6036","8"
"2824","672","919","17"
"2825","2626","5544","5"
"2826","2634","5922","6"
"2827","623","2912","4"
"2828","281","2065","19"
"2829","413","1909","2"
"2830","4073","2468","3"
"2831","1260","2631","5"
"2832","3660","6391","4"
"2833","654","2436","2"
"2834","3632","7241","10"
"2835","759","1157","16"
"2836","1597","578","20"
"2837","266","6197","10"
"2838","808","6184","19"
"2839","2533","3325","17"
"2840","4662","6709","5"
"2841","3194","1598","6"
"2842","3051","509","11"
"2843","2607","6492","10"
"2844","1934","333","7"
"2845","1182","3192","1"
"2846","4831","4465","9"
"2847","387","3303","14"
"2848","379","7269","4"
"2849","3001","1130","2"
"2850","2130","3622","2"
"2851","2495","4797","1"
"2852","563","2341","8"
"2853","1436","1866","13"
"2854","327","7388","12"
"2855","1433","4685","15"
"2856","3710","6834","8"
"2857","3645","376","14"
"2858","3623","3653","10"
"2859","1904","4026","9"
"2860","3508","6079","13"
"2861","3999","6828","7"
"2862","4300","3181","20"
"2863","101","4107","7"
"2864","2638","6406","3"
"2865","1607","4077","5"
"2866","2949","3224","18"
"2867","294","6303","13"
"2868","560","3804","13"
"2869","531","5548","16"
"2870","1448","4405","4"
"2871","686","3644","7"
"2872","413","946","19"
"2873","329","1142","19"
"2874","1349","2223","8"
"2875","722","3553","14"
"2876","3047","1091","16"
"2877","457","100","16"
"2878","1841","6177","10"
"2879","3373","5601","6"
"2880","4104","4772","16"
"2881","1325","3624","19"
"2882","2590","4180","6"
"2883","899","6499","6"
"2884","3092","156","3"
"2885","3320","1726","2"
"2886","4431","7488","9"
"2887","8","4946","11"
"2888","433","7050","11"
"2889","1788","2119","8"
"2890","602","6305","10"
"2891","1684","3760","12"
"2892","2328","4359","13"
"2893","2142","4423","11"
"2894","484","6847","5"
"2895","633","2116","12"
"2896","1156","5986","18"
"2897","1275","2597","8"
"2898","267","3827","10"
"2899","894","4125","5"
"2900","3017","5410","13"
"2901","2841","6123","18"
"2902","563","2038","2"
"2903","1579","2362","15"
"2904","3061","4537","20"
"2905","812","1806","13"
"2906","1959","6202","12"
"2907","1288","4724","5"
"2908","2960","3515","9"
"2909","2250","4555","3"
"2910","4713","1325","8"
"2911","4149","3565","16"
"2912","96","6050","6"
"2913","3796","405","13"
"2914","330","1221","6"
"2915","2872","7343","14"
"2916","1709","7331","15"
"2917","4086","2611","4"
"2918","4160","6598","3"
"2919","3375","5490","6"
"2920","583","2503","15"
"2921","1066","2872","15"
"2922","3390","5374","11"
"2923","1838","5627","9"
"2924","4872","5995","11"
"2925","1598","3606","6"
"2926","1394","5776","2"
"2927","50","4428","1"
"2928","2338","4345","19"
"2929","2894","2704","18"
"2930","2281","4599","4"
"2931","2819","6739","18"
"2932","384","252","12"
"2933","3449","5301","11"
"2934","1861","98","20"
"2935","4165","4897","20"
"2936","2904","1286","4"
"2937","2304","6928","1"
"2938","989","5601","8"
"2939","1592","5542","17"
"2940","3577","2655","4"
"2941","653","3902","2"
"2942","4934","4433","10"
"2943","4407","152","18"
"2944","4111","7064","10"
"2945","3432","169","10"
"2946","1256","6139","4"
"2947","4131","4915","9"
"2948","2263","12","5"
"2949","2491","4262","5"
"2950","1244","990","15"
"2951","2601","1140","3"
"2952","4311","7106","9"
"2953","4765","3530","12"
"2954","2281","4799","4"
"2955","2501","7391","9"
"2956","1783","1502","3"
"2957","4225","4694","6"
"2958","2018","2810","1"
"2959","3492","560","17"
"2960","2752","7465","17"
"2961","3520","1905","2"
"2962","3795","1690","1"
"2963","340","5759","14"
"2964","3170","688","1"
"2965","3058","7378","20"
"2966","283","1813","19"
"2967","3586","6726","5"
"2968","2573","4198","13"
"2969","2400","1598","2"
"2970","3672","1281","16"
"2971","1168","7057","17"
"2972","2623","5563","13"
"2973","2739","6658","3"
"2974","216","73","9"
"2975","2195","1721","11"
"2976","1924","1589","18"
"2977","4270","3457","16"
"2978","25","3917","7"
"2979","1731","7187","14"
"2980","2586","1799","11"
"2981","3721","6470","8"
"2982","3849","1222","19"
"2983","4898","6655","5"
"2984","3564","3422","17"
"2985","2800","7033","3"
"2986","2432","7150","6"
"2987","2645","5046","18"
"2988","2937","6372","7"
"2989","424","7265","14"
"2990","4606","2699","20"
"2991","1251","6328","13"
"2992","966","2100","2"
"2993","1406","4166","14"
"2994","998","4690","19"
"2995","3498","3752","5"
"2996","828","4902","19"
"2997","4292","5248","20"
"2998","1379","1310","15"
"2999","3507","4442","1"
"3000","4333","4825","9"
"3001","3882","3721","14"
"3002","4371","2353","5"
"3003","1358","329","6"
"3004","2402","621","8"
"3005","920","5579","4"
"3006","4930","3835","17"
"3007","66","2904","16"
"3008","760","3842","8"
"3009","840","5025","17"
"3010","2292","4250","16"
"3011","4748","2185","13"
"3012","1022","1937","7"
"3013","1465","1807","15"
"3014","4014","7471","7"
"3015","1434","1189","3"
"3016","4129","5174","11"
"3017","1799","4644","10"
"3018","3500","5794","15"
"3019","4048","5996","4"
"3020","2319","3415","10"
"3021","2369","1738","15"
"3022","4643","2091","5"
"3023","1521","1469","9"
"3024","3902","4564","12"
"3025","1617","3071","7"
"3026","726","4276","7"
"3027","4882","2441","6"
"3028","3152","3375","14"
"3029","3823","1918","19"
"3030","904","3230","7"
"3031","1412","4939","15"
"3032","2548","4873","18"
"3033","3817","1799","17"
"3034","1394","4547","17"
